DEM,GOP,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate
11766.0,16256.0,56071.0,-6.9,10.4,11.8,20.9
83839.0,64640.0,104668.0,-1.9,10.1,7.2,54.5
24132.0,46486.0,87549.0,-7.6,8.2,8.1,34.9
145412.0,67582.0,71801.0,-0.1,12.3,6.9,35.1
16991.0,29393.0,74834.0,-5.1,8.1,9.3,31.8
141960.0,93874.0,50599.0,-0.9,11.4,8.3,33.9
426.0,1453.0,34868.0,17.1,5.4,11.1,22.2
5530.0,12869.0,40573.0,-6.8,13.9,9.9,17.8
3721.0,3179.0,36651.0,-1.9,12.5,10.7,13.4
2118.0,2569.0,38426.0,-10.3,9.7,13.1,20.5
2776.0,7560.0,43450.0,-9.0,17.5,8.4,19.8
192.0,617.0,32820.0,-10.8,8.6,18.9,9.8
37543.0,25095.0,38287.0,-3.3,13.3,7.2,27.5
5008.0,13124.0,57287.0,-6.0,15.1,10.1,15.9
6226.0,5251.0,39750.0,-8.7,10.6,13.1,27.3
962.0,591.0,31547.0,0.9,10.3,7.1,11.6
156.0,311.0,37027.0,-39.8,8.5,12.8,24.3
780.0,906.0,33605.0,-26.9,13.7,12.1,14.2
3877.0,12306.0,52213.0,-26.2,16.0,7.4,13.0
2329.0,5889.0,41214.0,2.4,9.2,9.9,29.3
5443.0,3329.0,114670.0,20.5,9.4,7.2,66.5
3195.0,3478.0,28227.0,-3.9,16.7,12.8,12.2
13162.0,4893.0,31505.0,-10.6,13.7,8.0,11.6
1533.0,662.0,34602.0,-14.4,10.3,12.0,11.2
6033.0,11756.0,41995.0,9.2,14.4,9.8,19.0
1016.0,2208.0,28996.0,-3.1,10.0,13.3,15.8
9534.0,3583.0,37174.0,-5.2,12.8,10.9,18.5
1445.0,3865.0,37122.0,-6.6,14.4,7.6,25.1
27405.0,25748.0,58621.0,11.2,10.3,7.6,30.0
12826.0,27879.0,50847.0,-8.3,13.9,7.9,15.2
7249.0,2302.0,31734.0,-5.0,9.8,11.0,22.7
49956.0,14198.0,57469.0,4.2,8.6,8.2,40.9
1600.0,2998.0,30467.0,4.2,9.7,24.9,20.5
3275.0,2592.0,33239.0,-12.1,12.0,10.5,21.2
10550.0,2706.0,34075.0,5.4,8.6,9.5,28.0
1770.0,3695.0,36347.0,-5.8,10.8,10.9,15.6
318.0,1214.0,37787.0,-1.0,8.9,10.6,12.7
10810.0,13175.0,43819.0,-2.5,10.8,8.9,17.1
74775.0,44227.0,61634.0,-0.9,10.3,8.9,41.3
4473.0,11712.0,45226.0,-6.5,10.6,10.1,20.2
318403.0,34424.0,37355.0,-5.0,14.6,6.6,19.8
35212.0,38077.0,49927.0,-7.5,10.2,10.2,28.3
8717.0,18668.0,46224.0,-3.5,11.2,10.8,19.1
12202.0,16194.0,53437.0,-7.3,9.6,10.5,22.3
17281.0,29418.0,42664.0,-9.7,10.7,10.9,21.7
12394.0,19025.0,50722.0,-12.4,11.2,10.9,23.9
5943.0,11024.0,45193.0,-8.2,10.5,11.7,18.3
13446.0,13181.0,53392.0,-3.3,9.4,8.6,22.9
13123.0,12756.0,57579.0,-6.8,8.5,11.1,31.3
7976.0,9207.0,51810.0,-8.3,10.1,9.7,26.9
5825.0,11012.0,45381.0,-7.0,7.7,11.7,21.9
56874.0,58163.0,73680.0,-4.2,8.8,8.2,35.2
192065.0,173817.0,54175.0,-2.5,11.0,10.7,33.7
6760.0,7275.0,50506.0,-4.0,8.0,11.4,27.6
6517.0,7636.0,49062.0,10.5,9.6,9.6,19.4
5805.0,12759.0,45982.0,-1.8,9.6,11.4,17.8
6946.0,15986.0,54211.0,-7.1,9.9,10.4,21.5
6370.0,11546.0,49860.0,0.6,7.9,10.7,22.1
752.0,1795.0,52134.0,-25.5,5.8,11.2,19.3
7289.0,15664.0,49633.0,-2.2,10.0,11.1,21.0
12289.0,19947.0,46206.0,-39.6,17.5,7.5,22.3
595086.0,133653.0,54793.0,-9.6,15.9,6.1,36.5
2828.0,6916.0,48314.0,-9.9,12.2,8.9,16.3
10478.0,19211.0,54256.0,-5.3,8.2,8.8,25.4
10548.0,14901.0,57703.0,-5.5,9.0,8.9,27.0
174063.0,128871.0,54684.0,-4.6,10.9,8.8,37.7
5961.0,10579.0,42193.0,-8.0,12.5,12.0,17.5
307326.0,275479.0,105486.0,-1.7,10.6,8.0,45.2
515481.0,58935.0,77214.0,-4.9,10.7,6.1,60.8
32888.0,49223.0,50328.0,-3.0,10.2,11.1,23.8
30749.0,48490.0,52404.0,-3.6,10.9,11.1,24.7
102915.0,78277.0,56853.0,-6.7,11.4,9.4,35.5
20233.0,24343.0,58320.0,0.3,9.3,9.7,34.5
63037.0,72129.0,71963.0,-0.8,13.0,7.1,29.8
4327.0,11582.0,50750.0,-7.3,10.4,9.5,15.9
15614.0,25870.0,52621.0,-9.3,10.7,8.5,18.6
9285.0,12284.0,50034.0,-5.7,8.5,9.1,30.9
17363.0,25241.0,96267.0,-5.1,8.3,7.3,39.9
473389.0,138550.0,61844.0,-6.5,13.2,6.1,31.5
30039.0,31933.0,63174.0,-2.0,10.4,9.2,30.1
67561.0,95612.0,75524.0,-0.1,11.4,7.7,33.0
63454.0,57148.0,84358.0,-7.6,16.1,6.7,40.6
14659.0,18450.0,50897.0,-10.2,10.4,8.6,23.6
46546.0,51088.0,75904.0,2.7,9.7,8.0,41.4
30870.0,27268.0,57923.0,-3.7,11.3,9.2,31.4
3777.0,8173.0,50244.0,-1.8,7.6,9.0,22.3
2761.0,5179.0,48109.0,-2.3,9.7,10.8,22.3
5175.0,6719.0,48998.0,-2.5,10.4,10.3,20.9
11215.0,25091.0,50190.0,-7.4,10.8,9.9,23.1
276953.0,328403.0,92310.0,-6.4,10.6,7.9,35.6
10983.0,14626.0,49016.0,0.5,11.1,10.0,23.2
6852.0,12528.0,55643.0,-11.1,9.6,9.6,25.5
25555.0,9647.0,55778.0,-2.1,7.8,6.6,52.7
40010.0,32962.0,61421.0,-2.3,8.6,9.7,32.2
11366.0,14284.0,55769.0,2.1,8.6,10.4,30.0
8238.0,12770.0,51052.0,-7.2,9.1,9.3,20.4
12378.0,21935.0,58521.0,-6.6,10.4,9.7,22.3
245670.0,121643.0,89380.0,-2.5,10.9,7.0,48.2
3585.0,11884.0,56089.0,-13.0,9.4,9.2,16.5
3219.0,5180.0,48820.0,-4.7,12.7,10.3,24.4
29268.0,38235.0,46060.0,19.8,11.5,10.6,24.0
3750.0,13826.0,46385.0,6.3,9.3,10.6,14.7
1300.0,3789.0,35965.0,10.3,9.3,13.4,16.7
5785.0,4480.0,35809.0,-13.1,9.7,14.0,9.6
3476.0,9353.0,39709.0,4.4,8.0,13.3,19.0
1670.0,6226.0,38098.0,2.5,8.5,12.8,20.6
8699.0,14478.0,41431.0,2.5,9.7,12.5,19.4
5837.0,3476.0,33809.0,-34.3,9.1,12.2,13.4
7021.0,8511.0,33621.0,-10.5,10.1,12.5,15.1
23117.0,42440.0,51457.0,35.5,8.1,11.0,28.6
74937.0,55339.0,50538.0,11.9,10.3,10.4,39.2
10930.0,25741.0,41383.0,3.1,10.1,11.8,16.6
35048.0,53224.0,63059.0,21.6,12.4,7.7,31.2
8403.0,26499.0,39166.0,4.8,9.9,11.5,15.3
1266.0,3527.0,65415.0,11.1,8.7,8.4,17.9
9806.0,26228.0,51557.0,4.7,8.4,11.5,28.4
4549.0,5758.0,40570.0,0.7,8.6,11.8,15.5
21050.0,48062.0,49475.0,5.3,11.0,10.5,21.9
20953.0,17012.0,63303.0,19.9,9.5,9.2,41.3
2809.0,10711.0,37237.0,30.0,8.7,12.9,19.2
2965.0,3983.0,41151.0,0.3,9.9,13.6,19.8
1352.0,4395.0,37581.0,16.7,8.4,13.6,22.8
14896.0,28394.0,38654.0,3.2,11.0,12.8,17.4
8991.0,14177.0,35290.0,-5.0,10.6,12.3,13.1
17481.0,27556.0,49524.0,-4.5,14.0,10.9,25.7
70523.0,50593.0,45286.0,-2.5,16.3,7.7,25.0
2879.0,9070.0,57570.0,19.9,10.3,8.9,23.1
7079.0,11283.0,56371.0,9.6,9.4,9.7,33.0
17328.0,52870.0,46263.0,5.0,10.7,10.6,18.5
5228.0,15502.0,54189.0,9.1,9.6,12.1,22.9
8196.0,12151.0,38771.0,3.7,12.4,9.8,11.1
118783.0,27879.0,54255.0,15.0,14.1,6.3,47.5
16152.0,8219.0,34612.0,-7.8,11.3,12.2,12.7
92488.0,74793.0,48987.0,7.3,12.0,8.9,33.8
12811.0,16320.0,49484.0,12.7,11.0,8.7,21.3
30982.0,61467.0,48874.0,16.2,11.8,10.6,20.6
2371.0,2851.0,45755.0,4.2,9.4,10.5,14.4
761.0,3260.0,35763.0,-3.8,9.3,11.5,13.5
12827.0,13500.0,50414.0,7.9,9.9,8.9,22.3
3570.0,4358.0,39738.0,5.2,9.8,8.9,10.5
147949.0,97461.0,47754.0,11.0,11.9,8.2,35.3
15642.0,8954.0,33044.0,-5.7,10.9,12.2,14.4
16452.0,27278.0,51106.0,13.6,14.2,7.6,20.7
10414.0,18844.0,45290.0,15.0,10.1,12.6,25.0
19664.0,35535.0,53638.0,18.6,9.6,12.3,31.8
6886.0,3081.0,35424.0,-5.7,9.5,10.5,14.6
9608.0,7676.0,46004.0,-7.2,17.9,6.1,18.4
956.0,1275.0,37881.0,7.9,8.1,13.6,9.4
24441.0,54164.0,56325.0,15.4,11.3,8.8,27.5
7564.0,9706.0,44004.0,30.6,9.4,9.4,30.5
28153.0,54082.0,55174.0,25.9,12.2,7.7,21.8
2041.0,2941.0,38873.0,-16.2,8.9,11.7,13.1
10380.0,13625.0,46723.0,1.8,12.9,9.7,20.9
11752.0,13354.0,39341.0,-10.9,11.1,12.9,14.5
9836.0,28653.0,50714.0,7.7,9.9,10.4,21.4
4645.0,14517.0,41443.0,-1.2,10.4,11.2,16.9
4841.0,12035.0,41140.0,8.3,10.2,13.7,24.2
3899.0,6735.0,40765.0,12.0,10.1,11.6,27.6
5814.0,5874.0,35561.0,-4.5,10.7,12.2,16.8
292258.0,154303.0,63197.0,13.9,14.2,5.8,44.8
1585.0,6225.0,42530.0,1.7,9.7,16.2,18.8
4108.0,7070.0,40371.0,-4.8,11.2,11.2,14.7
16148.0,30273.0,54545.0,14.2,11.5,11.2,36.9
23024.0,23142.0,47403.0,2.2,11.0,11.4,20.9
50219.0,54665.0,51373.0,22.6,10.3,8.9,39.3
6113.0,3556.0,35711.0,-14.3,9.2,14.4,12.8
17156.0,36342.0,47163.0,-19.8,21.2,5.8,21.4
59105.0,18373.0,65299.0,8.5,8.4,5.5,57.6
2427.0,4225.0,43927.0,8.7,7.1,13.6,19.4
8455.0,8082.0,43687.0,-0.8,12.4,11.0,20.5
9086.0,17317.0,50437.0,22.3,10.8,10.0,26.4
2291.0,4143.0,45052.0,0.4,8.6,13.3,20.4
7772.0,11116.0,47974.0,3.2,10.2,11.0,15.3
40967.0,35191.0,45918.0,1.7,11.9,7.1,31.8
3715.0,6738.0,47185.0,6.5,6.9,13.9,31.7
13074.0,49156.0,45939.0,3.2,11.1,10.6,15.8
8290.0,10199.0,35367.0,-8.1,11.9,12.9,13.9
18377.0,20294.0,34439.0,-10.9,13.3,10.4,13.2
14057.0,26463.0,41620.0,-1.3,10.1,12.3,15.0
19208.0,42388.0,47971.0,6.4,11.7,11.5,18.7
7451.0,21694.0,38699.0,1.5,10.1,12.7,17.3
10486.0,14761.0,41477.0,-6.8,13.1,10.8,12.8
7279.0,6212.0,35138.0,-0.9,12.7,11.8,15.5
7008.0,21788.0,49106.0,3.4,11.3,12.0,15.8
4645.0,16976.0,48148.0,-2.9,8.6,11.3,13.3
7438.0,23495.0,38843.0,2.0,10.3,12.3,16.8
2186.0,3557.0,38996.0,-10.3,13.6,12.8,16.0
6520.0,10441.0,44578.0,11.5,8.1,12.4,31.5
705.0,968.0,33666.0,-27.0,11.3,12.0,9.7
34051.0,66265.0,72548.0,14.9,10.6,6.0,34.8
12168.0,7304.0,34717.0,0.3,12.1,11.9,12.9
298353.0,193607.0,76173.0,17.6,12.5,5.1,51.8
6668.0,3302.0,36285.0,-12.3,9.1,12.8,15.5
3490.0,2560.0,35367.0,-9.8,10.1,13.3,11.3
13953.0,13521.0,44014.0,18.9,6.7,6.5,41.6
21520.0,27360.0,42421.0,-3.5,13.1,9.5,19.5
6596.0,23613.0,41640.0,5.5,10.3,11.9,15.5
19527.0,17410.0,41352.0,-0.8,11.9,10.0,19.6
3140.0,13815.0,46276.0,2.6,10.3,11.9,11.3
3181.0,6367.0,39686.0,6.8,9.5,12.6,20.0
216.0,904.0,48596.0,-17.7,10.1,14.8,28.6
1597.0,3156.0,53704.0,-8.7,10.1,11.4,27.2
842.0,927.0,40787.0,-10.0,24.5,11.6,15.6
58.0,492.0,71697.0,-13.7,19.0,7.4,26.3
734.0,2482.0,54444.0,-20.4,9.5,12.8,23.7
227.0,1445.0,59668.0,-20.9,12.6,9.2,24.3
118.0,879.0,63787.0,-60.4,17.5,9.6,22.3
10865.0,32499.0,66406.0,7.9,14.5,7.6,35.1
31291.0,39738.0,59711.0,11.3,15.1,5.9,39.4
476.0,1356.0,52880.0,-4.2,13.3,9.4,21.2
551.0,1656.0,54044.0,-13.4,14.2,15.6,26.7
243.0,860.0,60315.0,-26.8,11.2,12.8,18.4
356.0,1753.0,67375.0,-53.8,15.2,7.8,21.0
354.0,790.0,55196.0,-3.9,13.5,16.5,24.3
215.0,1672.0,44646.0,-12.2,10.1,15.7,16.5
346.0,1237.0,54218.0,-3.0,11.1,13.0,24.1
99.0,793.0,56795.0,-18.2,12.8,7.0,28.1
10828.0,16325.0,51820.0,-5.8,14.7,6.9,34.5
187.0,1098.0,39822.0,-7.5,11.3,10.9,17.4
298.0,847.0,49350.0,-3.5,8.4,17.6,25.9
168.0,1032.0,50158.0,-24.0,13.7,12.2,14.4
179.0,1106.0,47914.0,5.3,11.8,4.9,17.9
500.0,1475.0,52563.0,-5.6,10.9,11.9,24.0
112.0,867.0,50841.0,5.2,11.4,14.5,16.4
474.0,1991.0,53719.0,-3.0,11.2,9.4,19.8
233.0,1095.0,42950.0,-34.2,8.3,18.0,16.8
696.0,3661.0,77733.0,-29.7,18.9,6.5,26.1
1070.0,3827.0,60684.0,-4.1,12.0,9.8,20.5
616.0,3715.0,80072.0,-20.7,11.4,10.0,21.6
3077.0,11319.0,65021.0,7.3,16.8,8.6,26.3
1211.0,2551.0,63736.0,-16.1,17.3,9.2,20.6
536.0,1025.0,45233.0,-5.9,10.0,16.9,22.7
119.0,827.0,65920.0,11.2,13.3,9.0,18.7
681.0,2204.0,59244.0,-0.3,11.6,8.9,20.4
431.0,1433.0,44291.0,-9.9,9.7,13.4,19.2
1505.0,3216.0,51481.0,-14.6,13.1,9.8,26.1
836.0,1209.0,56550.0,-8.9,11.5,16.8,19.7
200.0,978.0,57392.0,-14.2,11.8,11.4,17.8
2064.0,4759.0,59556.0,-3.4,12.0,8.4,21.6
2097.0,1210.0,40595.0,-9.3,18.6,8.4,20.0
693.0,1088.0,59464.0,1.3,11.3,7.5,17.5
94.0,644.0,38977.0,18.9,9.8,4.5,10.9
758.0,256.0,33550.0,9.7,20.6,13.1,16.2
42.0,361.0,54040.0,-2.6,9.0,7.7,26.5
1745.0,9718.0,78604.0,-41.5,17.6,7.8,22.9
361.0,537.0,61808.0,-6.3,14.6,9.4,27.5
2484.0,6706.0,53769.0,1.8,10.7,11.2,23.5
305.0,733.0,50987.0,2.2,9.8,9.8,18.2
1239.0,2263.0,55068.0,2.9,12.6,13.8,26.8
1166.0,2991.0,51481.0,-3.4,13.9,14.2,16.8
5792.0,18601.0,61089.0,-29.4,17.6,6.3,28.3
419.0,1793.0,51677.0,-6.6,11.5,15.2,22.1
1722.0,10033.0,81719.0,-46.0,20.5,7.1,24.8
2293.0,8445.0,38302.0,-3.1,11.9,12.9,12.9
12815.0,29858.0,47924.0,-6.1,12.1,10.9,17.8
5659.0,17169.0,50612.0,3.7,11.5,11.1,21.1
15191.0,22755.0,43668.0,-2.2,11.4,11.8,14.1
15552.0,10816.0,38131.0,7.6,8.0,7.7,29.7
3825.0,18130.0,59543.0,-0.2,12.4,11.3,18.9
8652.0,20729.0,45661.0,-2.4,9.4,12.4,16.2
4270.0,14257.0,51504.0,-0.6,11.3,11.9,14.2
56700.0,104441.0,63094.0,3.1,12.0,8.7,29.8
3124.0,9067.0,48616.0,-3.0,10.1,10.6,13.6
4488.0,12314.0,56203.0,-5.5,10.4,10.9,14.9
22666.0,34311.0,47410.0,-6.0,11.7,13.4,18.6
26096.0,65960.0,61203.0,2.9,11.5,8.8,28.0
3943.0,13466.0,53234.0,-1.1,12.0,10.0,18.7
12273.0,31086.0,46873.0,-6.7,10.5,12.2,14.8
3908.0,10381.0,45777.0,-1.2,12.8,10.4,12.5
4518.0,13265.0,44336.0,-3.4,11.4,13.4,14.8
383974.0,179894.0,46703.0,-4.4,11.8,10.9,31.9
4395.0,19698.0,52771.0,-6.8,11.6,11.7,14.7
5282.0,11478.0,52210.0,-5.3,11.1,10.2,16.7
39584.0,55660.0,102990.0,13.1,11.2,5.7,54.4
15692.0,19301.0,51354.0,-2.4,10.5,12.7,22.7
24150.0,43163.0,65198.0,6.7,11.3,8.4,27.2
2672.0,7763.0,44257.0,2.2,12.3,12.4,16.1
335961.0,192328.0,56090.0,5.9,15.0,7.4,39.3
5981.0,13419.0,56504.0,-1.4,11.2,9.7,17.2
2564.0,9567.0,42074.0,-1.7,12.1,12.8,15.3
17165.0,29577.0,77938.0,-1.0,9.7,9.0,38.1
28023.0,47506.0,62751.0,3.9,11.2,8.7,39.0
4286.0,11164.0,43519.0,-5.2,12.0,11.5,14.2
207587.0,169972.0,53344.0,-1.1,13.3,9.8,37.1
9419.0,23777.0,56406.0,-0.2,12.0,10.3,26.7
2870.0,8541.0,46969.0,-8.2,11.8,10.2,16.6
1663.0,5021.0,44274.0,-7.0,10.1,12.7,10.1
3690.0,9136.0,57752.0,-7.3,10.8,10.9,18.0
3436.0,13005.0,44729.0,-0.6,13.1,11.3,12.6
3713.0,8282.0,47799.0,-5.0,11.0,9.8,14.8
1766.0,8578.0,58783.0,-9.8,16.3,7.2,8.9
7080.0,15930.0,51278.0,-2.1,13.2,9.8,13.6
3142.0,9618.0,45168.0,-1.6,13.0,12.6,15.3
9483.0,20668.0,43558.0,-4.6,9.9,13.4,15.3
7959.0,18563.0,53375.0,-3.5,12.4,10.4,22.8
45056.0,62627.0,61946.0,-0.1,9.8,10.8,27.9
6849.0,18240.0,42132.0,-1.7,11.0,13.2,14.3
26360.0,49346.0,58902.0,5.9,11.6,9.3,26.2
4537.0,15586.0,53760.0,-3.5,12.0,11.0,16.0
64958.0,65346.0,54951.0,3.0,11.0,10.0,24.0
107363.0,74102.0,45251.0,-4.4,12.9,10.4,26.3
4662.0,11319.0,60039.0,-17.1,9.4,9.8,16.9
56188.0,52808.0,42839.0,-4.1,10.5,13.0,24.1
7748.0,16563.0,44783.0,-0.4,11.5,11.5,13.1
31582.0,53811.0,73148.0,2.3,10.0,8.0,33.3
2157.0,6869.0,39070.0,1.5,10.1,12.4,12.8
3335.0,17200.0,57577.0,-4.0,14.6,10.7,16.7
12832.0,36311.0,59591.0,3.8,11.6,10.5,22.6
1647.0,4781.0,44062.0,-8.8,9.6,12.6,11.9
117661.0,120766.0,47239.0,-0.8,12.5,11.6,27.4
1711.0,4315.0,40680.0,1.9,10.2,12.1,11.3
3711.0,11722.0,52953.0,-1.7,10.8,9.7,13.5
10926.0,23588.0,44871.0,-2.6,11.9,11.6,15.5
1201.0,4441.0,48836.0,-0.8,9.1,9.8,10.3
8136.0,12389.0,56569.0,-3.2,8.4,11.7,22.4
2068.0,6359.0,51020.0,-6.4,11.4,11.3,14.1
4072.0,9978.0,47543.0,-1.8,11.9,9.3,12.3
6325.0,16482.0,60051.0,9.6,10.8,10.5,18.6
3443.0,7669.0,42869.0,-0.2,12.1,12.6,13.8
31463.0,38978.0,52947.0,0.2,8.7,9.1,28.7
4323.0,15376.0,57896.0,-2.4,10.4,11.6,15.8
2874.0,14704.0,61069.0,-4.6,12.5,8.6,20.3
15629.0,35805.0,44835.0,-3.7,11.5,11.3,17.8
9905.0,17833.0,47507.0,-1.7,10.9,11.6,16.6
9733.0,16045.0,52452.0,-3.5,11.7,10.8,16.0
8841.0,19742.0,39245.0,-6.0,11.5,12.4,15.0
7237.0,14559.0,49546.0,-3.8,10.7,10.3,15.2
4143.0,18148.0,59604.0,-8.2,12.3,9.5,17.4
66581.0,96345.0,51036.0,-3.5,11.3,11.1,22.8
129922.0,109531.0,52226.0,-1.7,11.1,10.7,32.1
42130.0,48152.0,45929.0,-5.9,10.3,12.5,18.5
11895.0,26105.0,50273.0,-3.2,12.9,11.6,15.8
7530.0,17601.0,78796.0,16.8,12.0,6.8,33.0
2667.0,10328.0,52610.0,-4.8,12.0,12.4,16.2
1332.0,3799.0,41522.0,-4.9,11.7,11.5,11.5
33036.0,75947.0,81543.0,8.6,10.6,7.3,42.3
7841.0,19901.0,47802.0,-4.3,9.8,12.5,19.2
14670.0,31622.0,53605.0,-0.3,13.4,9.4,21.9
4287.0,11706.0,50770.0,-3.0,11.7,10.6,15.0
26440.0,31734.0,60347.0,2.3,10.6,8.9,33.1
2484.0,7346.0,55590.0,-4.5,11.2,11.2,15.7
1374.0,4753.0,33632.0,-0.8,14.4,11.3,11.6
216.0,1931.0,53695.0,-0.7,10.8,8.3,20.2
795.0,4068.0,36766.0,3.0,11.3,13.6,15.0
176.0,1987.0,53493.0,-3.9,9.9,9.6,19.7
958.0,6287.0,47407.0,-53.7,14.3,10.0,17.3
711.0,2884.0,44229.0,-20.0,14.8,11.3,16.6
2793.0,10449.0,39219.0,10.9,12.9,11.4,22.8
2418.0,6473.0,40296.0,4.0,13.5,12.4,16.3
11666.0,39969.0,68291.0,17.9,13.1,7.2,26.8
4002.0,13751.0,47966.0,-4.7,14.3,12.4,20.6
5455.0,9992.0,36297.0,5.9,12.4,9.8,25.0
1064.0,4202.0,32458.0,-4.6,14.1,16.3,12.3
70.0,962.0,44000.0,-11.9,11.4,16.9,22.6
38790.0,62469.0,61275.0,11.1,10.7,7.1,32.5
411.0,1892.0,41111.0,10.5,14.1,16.7,17.6
11439.0,19153.0,48493.0,-24.4,14.5,8.8,22.5
424.0,2054.0,43019.0,-8.2,9.7,13.6,13.2
1249.0,4279.0,42781.0,-12.5,10.7,14.6,14.8
5834.0,21539.0,45630.0,5.4,12.2,12.3,16.3
2102.0,7818.0,43247.0,-15.8,14.7,10.1,25.5
3306.0,11796.0,39144.0,8.7,10.3,12.7,17.6
222.0,1964.0,49398.0,-16.4,14.0,15.0,24.5
155.0,1610.0,51745.0,-31.8,11.3,12.8,20.0
4391.0,15998.0,49841.0,-17.5,15.4,11.3,22.4
1852.0,8243.0,40978.0,-0.1,13.1,11.9,14.5
3878.0,17293.0,55552.0,1.4,11.0,9.9,19.7
287.0,1827.0,48118.0,-8.5,11.9,13.4,23.1
323.0,1482.0,35231.0,-13.0,11.2,11.0,13.5
224.0,714.0,36703.0,-23.4,10.6,11.7,21.3
131.0,1307.0,48559.0,-4.2,13.5,11.7,22.0
882.0,3697.0,36418.0,-3.6,11.9,12.2,14.7
961.0,3387.0,33578.0,-9.9,11.9,15.0,12.9
1473.0,5969.0,44211.0,-6.0,16.3,10.4,20.9
365.0,1905.0,37105.0,1.0,10.4,13.7,13.9
782.0,3081.0,38080.0,14.8,10.7,11.3,17.2
3734.0,12168.0,44391.0,-8.0,13.9,12.9,19.1
783.0,5151.0,60814.0,-1.9,12.4,9.4,23.6
766.0,2593.0,36069.0,-7.3,12.4,15.3,17.4
797.0,3094.0,35942.0,-4.6,12.9,15.1,17.2
3245.0,13346.0,37005.0,3.5,12.4,12.7,15.1
2423.0,10838.0,44914.0,-1.3,11.4,11.7,15.1
4239.0,13613.0,54305.0,10.9,11.9,7.7,27.6
735.0,2920.0,45200.0,17.5,12.8,11.1,14.5
2893.0,13151.0,61730.0,13.9,11.6,9.2,24.2
1799.0,8642.0,32664.0,-5.7,13.7,12.8,13.2
2122.0,5501.0,36903.0,-0.1,11.5,13.8,14.2
310.0,2940.0,51607.0,-2.7,12.8,13.4,19.4
1095.0,4202.0,41669.0,0.0,11.9,12.4,15.7
3423.0,11550.0,45922.0,3.2,11.7,11.5,14.6
1086.0,4173.0,48008.0,6.4,11.5,14.0,18.5
7969.0,15029.0,40581.0,-2.6,12.8,14.5,19.5
901.0,3707.0,50316.0,-11.5,10.9,11.7,21.1
742.0,3321.0,41800.0,-8.9,11.6,12.5,10.7
943.0,2791.0,35106.0,-0.4,11.3,13.0,11.6
112661.0,141429.0,51082.0,2.8,15.8,9.0,31.8
4379.0,8926.0,38446.0,1.2,12.1,13.0,14.1
5593.0,12559.0,46074.0,1.2,9.2,9.7,17.6
2584.0,7627.0,39210.0,-6.9,13.3,14.8,14.1
1341.0,4716.0,44619.0,4.2,12.1,13.8,16.1
8785.0,16644.0,42035.0,1.6,11.2,6.9,36.9
3704.0,12740.0,44520.0,-5.6,11.4,14.1,15.5
3633.0,10420.0,44212.0,2.3,14.2,12.0,28.1
6005.0,17826.0,42453.0,7.0,12.3,11.6,18.3
748.0,3581.0,34222.0,-6.8,12.4,14.0,15.0
151.0,1546.0,54629.0,-34.1,14.5,7.5,18.5
7895.0,30893.0,62622.0,8.6,11.1,9.5,24.3
2067.0,5612.0,36671.0,-10.9,13.5,13.1,14.1
3061.0,10888.0,39629.0,2.9,12.1,13.0,13.3
3084.0,14166.0,44505.0,-12.5,12.0,12.3,17.4
855.0,4615.0,50993.0,-23.1,17.5,9.4,22.3
657.0,1944.0,36350.0,-5.3,11.1,12.4,17.7
87663.0,143985.0,51476.0,2.4,15.0,8.9,31.2
6711.0,22967.0,61882.0,8.8,11.3,7.9,23.3
5047.0,15810.0,52283.0,-2.3,12.7,11.8,28.6
588.0,3851.0,45642.0,-23.8,14.0,12.4,20.4
521.0,2945.0,50441.0,-18.0,11.6,9.4,30.6
871.0,6329.0,57403.0,-35.5,14.1,8.8,19.8
1781.0,6160.0,42177.0,9.2,9.4,13.7,22.3
28431.0,13030.0,56167.0,14.8,8.4,6.7,53.6
90187.0,79062.0,74460.0,15.4,10.5,8.5,36.8
8899.0,7794.0,49898.0,22.0,11.0,9.9,24.6
9959.0,12967.0,63055.0,24.0,10.5,9.3,17.8
10355.0,17699.0,41403.0,15.2,9.8,14.0,17.9
2591.0,8388.0,45350.0,39.9,10.3,11.4,16.6
4253.0,7157.0,40682.0,23.5,8.2,17.9,24.0
40222.0,43667.0,61248.0,34.0,10.1,8.2,34.2
13891.0,34112.0,43202.0,12.3,10.2,13.6,17.2
221.0,632.0,45728.0,-0.5,9.1,14.0,20.2
732.0,3187.0,44309.0,-0.6,8.1,12.9,18.8
682.0,2904.0,41846.0,15.3,11.5,13.2,17.0
6359.0,3223.0,53941.0,1.7,11.9,7.1,31.6
43550.0,53083.0,48538.0,13.5,11.0,10.8,27.4
2892.0,5337.0,44943.0,19.2,12.4,9.5,18.4
13223.0,26582.0,38921.0,15.3,10.2,14.0,17.2
7080.0,20170.0,44678.0,6.9,12.4,11.6,19.4
628.0,3001.0,40095.0,11.3,10.4,13.8,15.4
100497.0,66218.0,47933.0,18.9,9.8,9.6,29.6
12300.0,9901.0,41791.0,20.7,9.2,12.4,24.1
17456.0,32683.0,50876.0,18.9,12.5,11.0,19.5
2213.0,7141.0,38130.0,-0.2,14.5,9.9,13.8
48803.0,54336.0,55954.0,14.6,13.4,8.4,22.8
1004.0,2698.0,53588.0,-0.4,15.1,7.3,10.9
271754.0,63055.0,62292.0,12.4,11.5,7.0,44.5
